,Region_name,Importace
878,FS_L_Lateralorbitofrontal_CurvInd,0.07764513
9,FS_Total_GM_Vol,0.07730164
323,FS_CC_Anterior_Max,0.07689652
838,FS_R_Entorhinal_FoldInd,0.074651554
697,FS_L_Insula_MeanCurv,0.07464658
317,FS_CC_Central_Max,0.073222555
469,FS_L_Lateraloccipital_NumVert,0.07320208
400,FS_L_Isthmuscingulate_Area,0.07308987
130,FS_L_Hippo_Std,0.072733305
571,FS_R_Lateraloccipital_GrayVol,0.0721003
600,FS_L_Entorhinal_ThckStd,0.07114239
582,FS_R_Postcentral_GrayVol,0.0698036
134,FS_CSF_Std,0.06955024
465,FS_L_Fusiform_NumVert,0.06903683
872,FS_L_Entorhinal_CurvInd,0.06886848
681,FS_L_Parsorbitalis_MeanCurv,0.06842667
485,FS_L_Rostralmiddlefrontal_NumVert,0.0683759
46,FS_R_Putamen_Vol,0.06816841
594,FS_R_Transversetemporal_GrayVol,0.06682928
322,FS_CC_Anterior_Min,0.06649172
499,FS_R_Fusiform_NumVert,0.06605671
158,FS_R_Pallidum_Std,0.06593787
343,FS_L_Pericalcarine_Thck,0.06558172
29,FS_L_Pallidum_Vol,0.06486563
194,FS_CC_Anterior_Std,0.06416757
395,FS_L_Cuneus_Area,0.06292332
662,FS_R_Transversetemporal_ThckStd,0.062441923
357,FS_L_Insula_Thck,0.0623364
431,FS_R_Fusiform_Area,0.06156682
113,FS_L_Cerebellum_Cort_Mean,0.061402954
911,FS_R_Lateraloccipital_CurvInd,0.06112076
116,FS_L_ThalamusProper_Std,0.060820665
230,FS_L_Amygdala_Max,0.060206883
931,FS_R_Supramarginal_CurvInd,0.059642404
540,FS_L_Medialorbitofrontal_GrayVol,0.05905697
646,FS_R_Parsopercularis_ThckStd,0.058826208
287,FS_R_ChoroidPlexus_Max,0.056954335
61,FS_CC_Posterior_Vol,0.05642209
510,FS_R_Parsopercularis_NumVert,0.054896183
146,FS_R_InfLatVent_Std,0.053167164
901,FS_L_Insula_CurvInd,0.05219403
920,FS_R_Parstriangularis_CurvInd,0.05148218
340,FS_L_Parsopercularis_Thck,0.05137745
430,FS_R_Entorhinal_Area,0.050965134
742,FS_L_Lateralorbitofrontal_GausCurv,0.050651893
810,FS_L_Lateralorbitofrontal_FoldInd,0.050366282
457,FS_R_Temporalpole_Area,0.050025564
881,FS_L_Middletemporal_CurvInd,0.049786925
148,FS_R_Cerebellum_WM_Std,0.049558233
31,FS_4thVent_Vol,0.049388077
217,FS_3rdVent_Min,0.04932
702,FS_R_Entorhinal_MeanCurv,0.04928874
39,FS_L_ChoroidPlexus_Vol,0.048989505
319,FS_CC_MidAnterior_Min,0.048670046
586,FS_R_Rostralanteriorcingulate_GrayVol,0.047940508
661,FS_R_Temporalpole_ThckStd,0.047601458
655,FS_R_Rostralmiddlefrontal_ThckStd,0.047553595
503,FS_R_Lateraloccipital_NumVert,0.047398508
491,FS_L_Temporalpole_NumVert,0.047339145
170,FS_R_ChoroidPlexus_Std,0.047317967
362,FS_R_Entorhinal_Thck,0.047182854
906,FS_R_Entorhinal_CurvInd,0.0468078
339,FS_L_Paracentral_Thck,0.04660466
789,FS_R_Precuneus_GausCurv,0.046462845
48,FS_R_Hippo_Vol,0.045465007
306,FS_OpticChiasm_Range,0.04517938
142,FS_L_ChoroidPlexus_Std,0.045154903
749,FS_L_Parsorbitalis_GausCurv,0.045024175
856,FS_R_Precentral_FoldInd,0.04442384
345,FS_L_Posteriorcingulate_Thck,0.044237047
396,FS_L_Entorhinal_Area,0.043289363
188,FS_CC_MidPosterior_Std,0.042794522
139,FS_L_Vessel_Mean,0.042691875
421,FS_L_Supramarginal_Area,0.042171728
423,FS_L_Temporalpole_Area,0.042145643
637,FS_R_Inferiortemporal_ThckStd,0.041993443
355,FS_L_Temporalpole_Thck,0.04190089
65,FS_CC_Anterior_Vol,0.041801725
634,FS_R_Entorhinal_ThckStd,0.041496173
566,FS_R_Entorhinal_GrayVol,0.041390914
259,FS_R_ThalamusProper_Min,0.041257244
698,FS_R_Bankssts_MeanCurv,0.040805664
136,FS_L_AccumbensArea_Std,0.040628728
18,FS_MaskVol_eTIV_Ratio,0.040170077
308,FS_OpticChiasm_Max,0.039948445
120,FS_L_Putamen_Std,0.039602745
412,FS_L_Postcentral_Area,0.039054412
736,FS_L_Entorhinal_GausCurv,0.03866994
141,FS_L_ChoroidPlexus_Mean,0.03865571
285,FS_R_ChoroidPlexus_Range,0.03847876
871,FS_L_Cuneus_CurvInd,0.037844494
157,FS_R_Pallidum_Mean,0.03764765
483,FS_L_Precuneus_NumVert,0.0376457
751,FS_L_Pericalcarine_GausCurv,0.037603647
169,FS_R_ChoroidPlexus_Mean,0.03688873
620,FS_L_Rostralanteriorcingulate_ThckStd,0.036675915
336,FS_L_Medialorbitofrontal_Thck,0.03597553
555,FS_L_Superiorparietal_GrayVol,0.035767227
27,FS_L_Caudate_Vol,0.035495456
573,FS_R_Lingual_GrayVol,0.035413876
55,FS_WM_Hypointens_Vol,0.03536746
210,FS_L_Putamen_Range,0.03523726
129,FS_L_Hippo_Mean,0.03490025
576,FS_R_Parahippocampal_GrayVol,0.034603152
694,FS_L_Frontalpole_MeanCurv,0.03458859
916,FS_R_Parahippocampal_CurvInd,0.03408715
833,FS_L_Insula_FoldInd,0.034040805
111,FS_L_Cerebellum_WM_Mean,0.03374584
899,FS_L_Temporalpole_CurvInd,0.033341277
894,FS_L_Superiorfrontal_CurvInd,0.032566775
281,FS_R_VentDC_Max,0.032000534
464,FS_L_Entorhinal_NumVert,0.031926133
154,FS_R_Caudate_Std,0.03183957
639,FS_R_Lateraloccipital_ThckStd,0.031508517
23,FS_L_InfLatVent_Vol,0.031334136
253,FS_R_Cerebellum_WM_Min,0.031311437
777,FS_R_Lingual_GausCurv,0.030851912
563,FS_R_Caudalanteriorcingulate_GrayVol,0.030783135
143,FS_R_LatVent_Mean,0.030530661
696,FS_L_Transversetemporal_MeanCurv,0.030131353
393,FS_L_Caudalanteriorcingulate_Area,0.029574009
413,FS_L_Posteriorcingulate_Area,0.02898755
1,FS_InterCranial_Vol,0.028832847
668,FS_L_Entorhinal_MeanCurv,0.02873144
750,FS_L_Parstriangularis_GausCurv,0.027587695
161,FS_R_Amygdala_Mean,0.027267277
874,FS_L_Inferiorparietal_CurvInd,0.02692231
309,FS_CC_Posterior_Range,0.026914846
902,FS_R_Bankssts_CurvInd,0.026661417
835,FS_R_Caudalanteriorcingulate_FoldInd,0.026539965
767,FS_R_Caudalanteriorcingulate_GausCurv,0.02626214
397,FS_L_Fusiform_Area,0.026124753
924,FS_R_Precentral_CurvInd,0.02604592
865,FS_R_Temporalpole_FoldInd,0.025632914
592,FS_R_Frontalpole_GrayVol,0.025150927
159,FS_R_Hippo_Mean,0.02513694
471,FS_L_Lingual_NumVert,0.02466487
650,FS_R_Postcentral_ThckStd,0.024615448
635,FS_R_Fusiform_ThckStd,0.02449289
164,FS_R_AccumbensArea_Std,0.023941068
788,FS_R_Precentral_GausCurv,0.023906458
203,FS_L_Cerebellum_Cort_Max,0.02387662
125,FS_4thVent_Mean,0.023482522
623,FS_L_Superiorparietal_ThckStd,0.02337319
678,FS_L_Parahippocampal_MeanCurv,0.02329873
51,FS_R_VentDC_Vol,0.022600025
822,FS_L_Precentral_FoldInd,0.02241496
840,FS_R_Inferiorparietal_FoldInd,0.022407161
17,FS_BrainSegVol_eTIV_Ratio,0.022150913
735,FS_L_Cuneus_GausCurv,0.02214187
624,FS_L_Superiortemporal_ThckStd,0.022109114
532,FS_L_Entorhinal_GrayVol,0.02195803
409,FS_L_Parsorbitalis_Area,0.021955661
497,FS_R_Cuneus_NumVert,0.021795647
388,FS_R_Frontalpole_Thck,0.021749929
875,FS_L_Inferiortemporal_CurvInd,0.021722162
190,FS_CC_Central_Std,0.021077875
354,FS_L_Frontalpole_Thck,0.021017041
394,FS_L_Caudalmiddlefrontal_Area,0.020640984
933,FS_R_Temporalpole_CurvInd,0.02017141
612,FS_L_Parsopercularis_ThckStd,0.01964938
731,FS_R_Insula_MeanCurv,0.01938265
415,FS_L_Precuneus_Area,0.01907248
504,FS_R_Lateralorbitofrontal_NumVert,0.018979184
318,FS_CC_MidAnterior_Range,0.018938115
436,FS_R_Lateralorbitofrontal_Area,0.018739937
517,FS_R_Precuneus_NumVert,0.018567255
273,FS_R_Amygdala_Range,0.018247869
41,FS_R_InfLatVent_Vol,0.018026141
663,FS_R_Insula_ThckStd,0.017993871
853,FS_R_Pericalcarine_FoldInd,0.017324451
373,FS_R_Paracentral_Thck,0.017273381
653,FS_R_Precuneus_ThckStd,0.017184796
249,FS_R_InfLatVent_Range,0.01717567
398,FS_L_Inferiorparietal_Area,0.017154213
261,FS_R_Caudate_Range,0.016904894
825,FS_L_Rostralmiddlefrontal_FoldInd,0.016261604
45,FS_R_Caudate_Vol,0.01610603
619,FS_L_Precuneus_ThckStd,0.016034013
126,FS_4thVent_Std,0.01448593
121,FS_L_Pallidum_Mean,0.013989983
782,FS_R_Parsopercularis_GausCurv,0.013968275
109,FS_L_LatVent_Mean,0.013942298
545,FS_L_Parsorbitalis_GrayVol,0.013822934
644,FS_R_Parahippocampal_ThckStd,0.013792893
124,FS_3rdVent_Std,0.01349993
631,FS_R_Caudalanteriorcingulate_ThckStd,0.013342354
348,FS_L_Rostralanteriorcingulate_Thck,0.013215041
558,FS_L_Frontalpole_GrayVol,0.012942256
234,FS_L_AccumbensArea_Range,0.012904634
688,FS_L_Rostralanteriorcingulate_MeanCurv,0.0118637225
132,FS_L_Amygdala_Std,0.011699545
536,FS_L_Isthmuscingulate_GrayVol,0.011353222
780,FS_R_Parahippocampal_GausCurv,0.0094128
341,FS_L_Parsorbitalis_Thck,0.009152572
693,FS_L_Supramarginal_MeanCurv,0.008799941
267,FS_R_Pallidum_Range,0.007265901
542,FS_L_Parahippocampal_GrayVol,0.006816305
695,FS_L_Temporalpole_MeanCurv,0.006324881
896,FS_L_Superiortemporal_CurvInd,0.006156559
706,FS_R_Isthmuscingulate_MeanCurv,0.005582184
648,FS_R_Parstriangularis_ThckStd,0.0053625656
801,FS_L_Caudalanteriorcingulate_FoldInd,0.0038599644
870,FS_L_Caudalmiddlefrontal_CurvInd,0.0032847845
588,FS_R_Superiorfrontal_GrayVol,3.164619e-05
892,FS_L_Rostralanteriorcingulate_CurvInd,0.0
658,FS_R_Superiortemporal_ThckStd,0.0
659,FS_R_Supramarginal_ThckStd,0.0
660,FS_R_Frontalpole_ThckStd,0.0
886,FS_L_Parstriangularis_CurvInd,0.0
885,FS_L_Parsorbitalis_CurvInd,0.0
550,FS_L_Precentral_GrayVol,0.0
884,FS_L_Parsopercularis_CurvInd,0.0
905,FS_R_Cuneus_CurvInd,0.0
633,FS_R_Cuneus_ThckStd,0.0
632,FS_R_Caudalmiddlefrontal_ThckStd,0.0
883,FS_L_Paracentral_CurvInd,0.0
882,FS_L_Parahippocampal_CurvInd,0.0
630,FS_R_Bankssts_ThckStd,0.0
880,FS_L_Medialorbitofrontal_CurvInd,0.0
629,FS_L_Insula_ThckStd,0.0
879,FS_L_Lingual_CurvInd,0.0
877,FS_L_Lateraloccipital_CurvInd,0.0
876,FS_L_Isthmuscingulate_CurvInd,0.0
628,FS_L_Transversetemporal_ThckStd,0.0
907,FS_R_Fusiform_CurvInd,0.0
664,FS_L_Bankssts_MeanCurv,0.0
665,FS_L_Caudalanteriorcingulate_MeanCurv,0.0
636,FS_R_Inferiorparietal_ThckStd,0.0
657,FS_R_Superiorparietal_ThckStd,0.0
941,Release_S500,0.0
904,FS_R_Caudalmiddlefrontal_CurvInd,0.0
647,FS_R_Parsorbitalis_ThckStd,0.0
651,FS_R_Posteriorcingulate_ThckStd,0.0
893,FS_L_Rostralmiddlefrontal_CurvInd,0.0
626,FS_L_Frontalpole_ThckStd,0.0
895,FS_L_Superiorparietal_CurvInd,0.0
652,FS_R_Precentral_ThckStd,0.0
645,FS_R_Paracentral_ThckStd,0.0
891,FS_L_Precuneus_CurvInd,0.0
890,FS_L_Precentral_CurvInd,0.0
889,FS_L_Posteriorcingulate_CurvInd,0.0
643,FS_R_Middletemporal_ThckStd,0.0
654,FS_R_Rostralanteriorcingulate_ThckStd,0.0
887,FS_L_Pericalcarine_CurvInd,0.0
642,FS_R_Medialorbitofrontal_ThckStd,0.0
641,FS_R_Lingual_ThckStd,0.0
656,FS_R_Superiorfrontal_ThckStd,0.0
640,FS_R_Lateralorbitofrontal_ThckStd,0.0
898,FS_L_Frontalpole_CurvInd,0.0
900,FS_L_Transversetemporal_CurvInd,0.0
903,FS_R_Caudalanteriorcingulate_CurvInd,0.0
638,FS_R_Isthmuscingulate_ThckStd,0.0
627,FS_L_Temporalpole_ThckStd,0.0
940,Release_S1200,0.0
625,FS_L_Supramarginal_ThckStd,0.0
580,FS_R_Parstriangularis_GrayVol,0.0
575,FS_R_Middletemporal_GrayVol,0.0
932,FS_R_Frontalpole_CurvInd,0.0
577,FS_R_Paracentral_GrayVol,0.0
930,FS_R_Superiortemporal_CurvInd,0.0
929,FS_R_Superiorparietal_CurvInd,0.0
578,FS_R_Parsopercularis_GrayVol,0.0
579,FS_R_Parsorbitalis_GrayVol,0.0
581,FS_R_Pericalcarine_GrayVol,0.0
572,FS_R_Lateralorbitofrontal_GrayVol,0.0
928,FS_R_Superiorfrontal_CurvInd,0.0
583,FS_R_Posteriorcingulate_GrayVol,0.0
584,FS_R_Precentral_GrayVol,0.0
585,FS_R_Precuneus_GrayVol,0.0
927,FS_R_Rostralmiddlefrontal_CurvInd,0.0
926,FS_R_Rostralanteriorcingulate_CurvInd,0.0
925,FS_R_Precuneus_CurvInd,0.0
574,FS_R_Medialorbitofrontal_GrayVol,0.0
934,FS_R_Transversetemporal_CurvInd,0.0
589,FS_R_Superiorparietal_GrayVol,0.0
937,Release_Q1,0.0
554,FS_L_Superiorfrontal_GrayVol,0.0
938,Release_Q2,0.0
552,FS_L_Rostralanteriorcingulate_GrayVol,0.0
556,FS_L_Superiortemporal_GrayVol,0.0
557,FS_L_Supramarginal_GrayVol,0.0
559,FS_L_Temporalpole_GrayVol,0.0
560,FS_L_Transversetemporal_GrayVol,0.0
562,FS_R_Bankssts_GrayVol,0.0
570,FS_R_Isthmuscingulate_GrayVol,0.0
936,Release_MEG2,0.0
564,FS_R_Caudalmiddlefrontal_GrayVol,0.0
565,FS_R_Cuneus_GrayVol,0.0
935,FS_R_Insula_CurvInd,0.0
567,FS_R_Fusiform_GrayVol,0.0
568,FS_R_Inferiorparietal_GrayVol,0.0
569,FS_R_Inferiortemporal_GrayVol,0.0
587,FS_R_Rostralmiddlefrontal_GrayVol,0.0
590,FS_R_Superiortemporal_GrayVol,0.0
622,FS_L_Superiorfrontal_ThckStd,0.0
613,FS_L_Parsorbitalis_ThckStd,0.0
608,FS_L_Medialorbitofrontal_ThckStd,0.0
609,FS_L_Middletemporal_ThckStd,0.0
913,FS_R_Lingual_CurvInd,0.0
611,FS_L_Paracentral_ThckStd,0.0
912,FS_R_Lateralorbitofrontal_CurvInd,0.0
666,FS_L_Caudalmiddlefrontal_MeanCurv,0.0
910,FS_R_Isthmuscingulate_CurvInd,0.0
614,FS_L_Parstriangularis_ThckStd,0.0
607,FS_L_Lingual_ThckStd,0.0
939,Release_Q3,0.0
616,FS_L_Postcentral_ThckStd,0.0
909,FS_R_Inferiortemporal_CurvInd,0.0
617,FS_L_Posteriorcingulate_ThckStd,0.0
618,FS_L_Precentral_ThckStd,0.0
908,FS_R_Inferiorparietal_CurvInd,0.0
621,FS_L_Rostralmiddlefrontal_ThckStd,0.0
914,FS_R_Medialorbitofrontal_CurvInd,0.0
606,FS_L_Lateralorbitofrontal_ThckStd,0.0
551,FS_L_Precuneus_GrayVol,0.0
596,FS_L_Bankssts_ThckStd,0.0
923,FS_R_Posteriorcingulate_CurvInd,0.0
591,FS_R_Supramarginal_GrayVol,0.0
922,FS_R_Postcentral_CurvInd,0.0
593,FS_R_Temporalpole_GrayVol,0.0
921,FS_R_Pericalcarine_CurvInd,0.0
919,FS_R_Parsorbitalis_CurvInd,0.0
918,FS_R_Parsopercularis_CurvInd,0.0
917,FS_R_Paracentral_CurvInd,0.0
915,FS_R_Middletemporal_CurvInd,0.0
597,FS_L_Caudalanteriorcingulate_ThckStd,0.0
598,FS_L_Caudalmiddlefrontal_ThckStd,0.0
599,FS_L_Cuneus_ThckStd,0.0
601,FS_L_Fusiform_ThckStd,0.0
602,FS_L_Inferiorparietal_ThckStd,0.0
603,FS_L_Inferiortemporal_ThckStd,0.0
604,FS_L_Isthmuscingulate_ThckStd,0.0
615,FS_L_Pericalcarine_ThckStd,0.0
683,FS_L_Pericalcarine_MeanCurv,0.0
667,FS_L_Cuneus_MeanCurv,0.0
784,FS_R_Parstriangularis_GausCurv,0.0
764,FS_L_Transversetemporal_GausCurv,0.0
839,FS_R_Fusiform_FoldInd,0.0
766,FS_R_Bankssts_GausCurv,0.0
837,FS_R_Cuneus_FoldInd,0.0
768,FS_R_Caudalmiddlefrontal_GausCurv,0.0
769,FS_R_Cuneus_GausCurv,0.0
770,FS_R_Entorhinal_GausCurv,0.0
771,FS_R_Fusiform_GausCurv,0.0
772,FS_R_Inferiorparietal_GausCurv,0.0
773,FS_R_Inferiortemporal_GausCurv,0.0
836,FS_R_Caudalmiddlefrontal_FoldInd,0.0
775,FS_R_Lateraloccipital_GausCurv,0.0
776,FS_R_Lateralorbitofrontal_GausCurv,0.0
834,FS_R_Bankssts_FoldInd,0.0
778,FS_R_Medialorbitofrontal_GausCurv,0.0
779,FS_R_Middletemporal_GausCurv,0.0
781,FS_R_Paracentral_GausCurv,0.0
763,FS_L_Temporalpole_GausCurv,0.0
762,FS_L_Frontalpole_GausCurv,0.0
761,FS_L_Supramarginal_GausCurv,0.0
548,FS_L_Postcentral_GrayVol,0.0
843,FS_R_Lateraloccipital_FoldInd,0.0
745,FS_L_Middletemporal_GausCurv,0.0
746,FS_L_Parahippocampal_GausCurv,0.0
747,FS_L_Paracentral_GausCurv,0.0
748,FS_L_Parsopercularis_GausCurv,0.0
842,FS_R_Isthmuscingulate_FoldInd,0.0
841,FS_R_Inferiortemporal_FoldInd,0.0
752,FS_L_Postcentral_GausCurv,0.0
760,FS_L_Superiortemporal_GausCurv,0.0
753,FS_L_Posteriorcingulate_GausCurv,0.0
754,FS_L_Precentral_GausCurv,0.0
755,FS_L_Precuneus_GausCurv,0.0
756,FS_L_Rostralanteriorcingulate_GausCurv,0.0
757,FS_L_Rostralmiddlefrontal_GausCurv,0.0
758,FS_L_Superiorfrontal_GausCurv,0.0
759,FS_L_Superiorparietal_GausCurv,0.0
783,FS_R_Parsorbitalis_GausCurv,0.0
785,FS_R_Pericalcarine_GausCurv,0.0
669,FS_L_Fusiform_MeanCurv,0.0
786,FS_R_Postcentral_GausCurv,0.0
806,FS_L_Inferiorparietal_FoldInd,0.0
807,FS_L_Inferiortemporal_FoldInd,0.0
808,FS_L_Isthmuscingulate_FoldInd,0.0
809,FS_L_Lateraloccipital_FoldInd,0.0
826,FS_L_Superiorfrontal_FoldInd,0.0
811,FS_L_Lingual_FoldInd,0.0
812,FS_L_Medialorbitofrontal_FoldInd,0.0
813,FS_L_Middletemporal_FoldInd,0.0
814,FS_L_Parahippocampal_FoldInd,0.0
815,FS_L_Paracentral_FoldInd,0.0
816,FS_L_Parsopercularis_FoldInd,0.0
817,FS_L_Parsorbitalis_FoldInd,0.0
818,FS_L_Parstriangularis_FoldInd,0.0
819,FS_L_Pericalcarine_FoldInd,0.0
820,FS_L_Postcentral_FoldInd,0.0
821,FS_L_Posteriorcingulate_FoldInd,0.0
824,FS_L_Rostralanteriorcingulate_FoldInd,0.0
827,FS_L_Superiorparietal_FoldInd,0.0
805,FS_L_Fusiform_FoldInd,0.0
828,FS_L_Superiortemporal_FoldInd,0.0
794,FS_R_Superiortemporal_GausCurv,0.0
787,FS_R_Posteriorcingulate_GausCurv,0.0
832,FS_L_Transversetemporal_FoldInd,0.0
831,FS_L_Temporalpole_FoldInd,0.0
790,FS_R_Rostralanteriorcingulate_GausCurv,0.0
791,FS_R_Rostralmiddlefrontal_GausCurv,0.0
792,FS_R_Superiorfrontal_GausCurv,0.0
793,FS_R_Superiorparietal_GausCurv,0.0
795,FS_R_Supramarginal_GausCurv,0.0
829,FS_L_Supramarginal_FoldInd,0.0
796,FS_R_Frontalpole_GausCurv,0.0
797,FS_R_Temporalpole_GausCurv,0.0
798,FS_R_Transversetemporal_GausCurv,0.0
799,FS_R_Insula_GausCurv,0.0
830,FS_L_Frontalpole_FoldInd,0.0
800,FS_L_Bankssts_FoldInd,0.0
802,FS_L_Caudalmiddlefrontal_FoldInd,0.0
744,FS_L_Medialorbitofrontal_GausCurv,0.0
743,FS_L_Lingual_GausCurv,0.0
844,FS_R_Lateralorbitofrontal_FoldInd,0.0
845,FS_R_Lingual_FoldInd,0.0
692,FS_L_Superiortemporal_MeanCurv,0.0
867,FS_R_Insula_FoldInd,0.0
866,FS_R_Transversetemporal_FoldInd,0.0
864,FS_R_Frontalpole_FoldInd,0.0
863,FS_R_Supramarginal_FoldInd,0.0
862,FS_R_Superiortemporal_FoldInd,0.0
861,FS_R_Superiorparietal_FoldInd,0.0
860,FS_R_Superiorfrontal_FoldInd,0.0
699,FS_R_Caudalanteriorcingulate_MeanCurv,0.0
700,FS_R_Caudalmiddlefrontal_MeanCurv,0.0
859,FS_R_Rostralmiddlefrontal_FoldInd,0.0
701,FS_R_Cuneus_MeanCurv,0.0
858,FS_R_Rostralanteriorcingulate_FoldInd,0.0
857,FS_R_Precuneus_FoldInd,0.0
855,FS_R_Posteriorcingulate_FoldInd,0.0
703,FS_R_Fusiform_MeanCurv,0.0
854,FS_R_Postcentral_FoldInd,0.0
691,FS_L_Superiorparietal_MeanCurv,0.0
690,FS_L_Superiorfrontal_MeanCurv,0.0
689,FS_L_Rostralmiddlefrontal_MeanCurv,0.0
677,FS_L_Middletemporal_MeanCurv,0.0
670,FS_L_Inferiorparietal_MeanCurv,0.0
671,FS_L_Inferiortemporal_MeanCurv,0.0
672,FS_L_Isthmuscingulate_MeanCurv,0.0
673,FS_L_Lateraloccipital_MeanCurv,0.0
674,FS_L_Lateralorbitofrontal_MeanCurv,0.0
675,FS_L_Lingual_MeanCurv,0.0
676,FS_L_Medialorbitofrontal_MeanCurv,0.0
679,FS_L_Paracentral_MeanCurv,0.0
869,FS_L_Caudalanteriorcingulate_CurvInd,0.0
680,FS_L_Parsopercularis_MeanCurv,0.0
873,FS_L_Fusiform_CurvInd,0.0
682,FS_L_Parstriangularis_MeanCurv,0.0
823,FS_L_Precuneus_FoldInd,0.0
684,FS_L_Postcentral_MeanCurv,0.0
685,FS_L_Posteriorcingulate_MeanCurv,0.0
687,FS_L_Precuneus_MeanCurv,0.0
704,FS_R_Inferiorparietal_MeanCurv,0.0
705,FS_R_Inferiortemporal_MeanCurv,0.0
707,FS_R_Lateraloccipital_MeanCurv,0.0
733,FS_L_Caudalanteriorcingulate_GausCurv,0.0
725,FS_R_Superiorparietal_MeanCurv,0.0
726,FS_R_Superiortemporal_MeanCurv,0.0
727,FS_R_Supramarginal_MeanCurv,0.0
728,FS_R_Frontalpole_MeanCurv,0.0
848,FS_R_Parahippocampal_FoldInd,0.0
730,FS_R_Transversetemporal_MeanCurv,0.0
732,FS_L_Bankssts_GausCurv,0.0
734,FS_L_Caudalmiddlefrontal_GausCurv,0.0
723,FS_R_Rostralmiddlefrontal_MeanCurv,0.0
847,FS_R_Middletemporal_FoldInd,0.0
737,FS_L_Fusiform_GausCurv,0.0
738,FS_L_Inferiorparietal_GausCurv,0.0
739,FS_L_Inferiortemporal_GausCurv,0.0
740,FS_L_Isthmuscingulate_GausCurv,0.0
846,FS_R_Medialorbitofrontal_FoldInd,0.0
741,FS_L_Lateraloccipital_GausCurv,0.0
724,FS_R_Superiorfrontal_MeanCurv,0.0
849,FS_R_Paracentral_FoldInd,0.0
708,FS_R_Lateralorbitofrontal_MeanCurv,0.0
715,FS_R_Parsorbitalis_MeanCurv,0.0
709,FS_R_Lingual_MeanCurv,0.0
710,FS_R_Medialorbitofrontal_MeanCurv,0.0
711,FS_R_Middletemporal_MeanCurv,0.0
712,FS_R_Parahippocampal_MeanCurv,0.0
713,FS_R_Paracentral_MeanCurv,0.0
714,FS_R_Parsopercularis_MeanCurv,0.0
852,FS_R_Parstriangularis_FoldInd,0.0
716,FS_R_Parstriangularis_MeanCurv,0.0
722,FS_R_Rostralanteriorcingulate_MeanCurv,0.0
717,FS_R_Pericalcarine_MeanCurv,0.0
718,FS_R_Postcentral_MeanCurv,0.0
719,FS_R_Posteriorcingulate_MeanCurv,0.0
720,FS_R_Precentral_MeanCurv,0.0
721,FS_R_Precuneus_MeanCurv,0.0
851,FS_R_Parsorbitalis_FoldInd,0.0
850,FS_R_Parsopercularis_FoldInd,0.0
549,FS_L_Posteriorcingulate_GrayVol,0.0
0,Subject,0.0
547,FS_L_Pericalcarine_GrayVol,0.0
195,FS_L_LatVent_Range,0.0
197,FS_L_LatVent_Max,0.0
198,FS_L_Cerebellum_WM_Range,0.0
199,FS_L_Cerebellum_WM_Min,0.0
200,FS_L_Cerebellum_WM_Max,0.0
